╭─OpenTaint Scan─╮
╰─┬──────────────╯
  ├─ Project model
  │  └─ /Users/dave/.codex/worktrees/653a/dataflowbench/reports/raw/opentaint-product-v071/native-sanitizer-positive
  ├─ Analyzer
  │  └─ 2026.09.04.c51dc3e
  └─ Bundled ruleset
     └─ v0.3.0
2026-09-08 08:02:44 |D| Starting Java resolution with specific version strategy only: Java 21
2026-09-08 08:02:44 |D| Trying bundled JRE resolution
2026-09-08 08:02:44 |D| Found bundled JRE (/private/tmp/dfb-v071-opentaint-full-653a/jre/bin/java)
2026-09-08 08:02:44 |D| Excluding JAVA_HOME from command environment
2026-09-08 08:02:44 |D| Created clean environment with 60 variables (excluded Java variables)
2026-09-08 08:02:44 |D| Using clean environment for managed Java version strategy
2026-09-08 08:02:44 |D| Executing Java command: /private/tmp/dfb-v071-opentaint-full-653a/jre/bin/java [-Xmx8g -Dorg.opentaint.ir.impl.storage.defaultBatchSize=2000 -Djdk.util.jar.enableMultiRelease=false -jar /private/tmp/dfb-v071-opentaint-full-653a/lib/opentaint-project-analyzer.jar --project /Users/dave/.codex/worktrees/653a/dataflowbench/reports/raw/opentaint-product-v071/native-sanitizer-positive/project.yaml --output-dir /Users/dave/.codex/worktrees/653a/dataflowbench/reports/raw/opentaint-product-v071/native-sanitizer-positive --logs-file /var/folders/t1/k_27wjcd4095w9w121dm92_w0000gn/T/opentaint-497857663/analyzer.log --sarif-file-name product.sarif.json --sarif-tool-version analyzer/2026.09.04.c51dc3e --sarif-tool-semantic-version 0.4.6 --sarif-uri-base /Users/dave/.codex/worktrees/653a/dataflowbench/reports/raw/opentaint-product-v071/native-sanitizer-positive/source/ --sarif-semgrep-style-id --sarif-generate-fingerprint --verbosity=info --semgrep-rule-severity=warning --semgrep-rule-severity=error --ifds-analysis-timeout=900 --semgrep-rule-set /private/tmp/dfb-v071-opentaint-full-653a/lib/rules --semgrep-rule-load-trace /Users/dave/.opentaint/logs/dataflowbench-959b53f0/rule-load-trace-2026-09-08_08-02-44.json --debug-run-analysis-on-selected-entry-points *] (full: /private/tmp/dfb-v071-opentaint-full-653a/jre/bin/java -Xmx8g -Dorg.opentaint.ir.impl.storage.defaultBatchSize=2000 -Djdk.util.jar.enableMultiRelease=false -jar /private/tmp/dfb-v071-opentaint-full-653a/lib/opentaint-project-analyzer.jar --project /Users/dave/.codex/worktrees/653a/dataflowbench/reports/raw/opentaint-product-v071/native-sanitizer-positive/project.yaml --output-dir /Users/dave/.codex/worktrees/653a/dataflowbench/reports/raw/opentaint-product-v071/native-sanitizer-positive --logs-file /var/folders/t1/k_27wjcd4095w9w121dm92_w0000gn/T/opentaint-497857663/analyzer.log --sarif-file-name product.sarif.json --sarif-tool-version analyzer/2026.09.04.c51dc3e --sarif-tool-semantic-version 0.4.6 --sarif-uri-base /Users/dave/.codex/worktrees/653a/dataflowbench/reports/raw/opentaint-product-v071/native-sanitizer-positive/source/ --sarif-semgrep-style-id --sarif-generate-fingerprint --verbosity=info --semgrep-rule-severity=warning --semgrep-rule-severity=error --ifds-analysis-timeout=900 --semgrep-rule-set /private/tmp/dfb-v071-opentaint-full-653a/lib/rules --semgrep-rule-load-trace /Users/dave/.opentaint/logs/dataflowbench-959b53f0/rule-load-trace-2026-09-08_08-02-44.json --debug-run-analysis-on-selected-entry-points *)
2026-09-08 08:02:45 |D| 08:02:45.114 |I| CommonProjectAnalyzer - Start analysis for project: /Users/dave/.codex/worktrees/653a/dataflowbench/reports/raw/opentaint-product-v071/native-sanitizer-positive/source
2026-09-08 08:02:45 |D| 08:02:45.162 |I| SemgrepTraceLogger - sql-sinks.yaml | Found 0 supported rules
2026-09-08 08:02:45 |D| 08:02:45.162 |I| SemgrepTraceLogger - sql-sinks.yaml | Register 0 rules
2026-09-08 08:02:45 |D| 08:02:45.163 |I| SemgrepTraceLogger - http-sources-requesturi.yaml | Found 0 supported rules
2026-09-08 08:02:45 |D| 08:02:45.163 |I| SemgrepTraceLogger - http-sources-requesturi.yaml | Register 0 rules
2026-09-08 08:02:45 |D| 08:02:45.163 |I| SemgrepTraceLogger - ssti-sinks.yaml | Found 0 supported rules
2026-09-08 08:02:45 |D| 08:02:45.163 |I| SemgrepTraceLogger - ssti-sinks.yaml | Register 0 rules
2026-09-08 08:02:45 |D| 08:02:45.164 |I| SemgrepTraceLogger - ssrf-sinks.yaml | Found 0 supported rules
2026-09-08 08:02:45 |D| 08:02:45.164 |I| SemgrepTraceLogger - ssrf-sinks.yaml | Register 0 rules
2026-09-08 08:02:45 |D| 08:02:45.167 |I| SemgrepTraceLogger - unvalidated-redirect.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.168 |I| SemgrepTraceLogger - unvalidated-redirect.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.170 |I| SemgrepTraceLogger - ldap.yaml | Found 3 supported rules
2026-09-08 08:02:45 |D| 08:02:45.170 |I| SemgrepTraceLogger - ldap.yaml | Register 3 rules
2026-09-08 08:02:45 |D| 08:02:45.178 |I| SemgrepTraceLogger - crypto.yaml | Found 33 supported rules
2026-09-08 08:02:45 |D| 08:02:45.178 |I| SemgrepTraceLogger - crypto.yaml | Register 33 rules
2026-09-08 08:02:45 |D| 08:02:45.179 |I| SemgrepTraceLogger - permissions.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.179 |I| SemgrepTraceLogger - permissions.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.180 |I| SemgrepTraceLogger - csrf.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.180 |I| SemgrepTraceLogger - csrf.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.182 |I| SemgrepTraceLogger - xss.yaml | Found 6 supported rules
2026-09-08 08:02:45 |D| 08:02:45.182 |I| SemgrepTraceLogger - xss.yaml | Register 6 rules
2026-09-08 08:02:45 |D| 08:02:45.184 |I| SemgrepTraceLogger - insecure-design.yaml | Found 5 supported rules
2026-09-08 08:02:45 |D| 08:02:45.184 |I| SemgrepTraceLogger - insecure-design.yaml | Register 5 rules
2026-09-08 08:02:45 |D| 08:02:45.185 |I| SemgrepTraceLogger - xxe.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.185 |I| SemgrepTraceLogger - xxe.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.187 |I| SemgrepTraceLogger - code-injection.yaml | Found 6 supported rules
2026-09-08 08:02:45 |D| 08:02:45.187 |I| SemgrepTraceLogger - code-injection.yaml | Register 6 rules
2026-09-08 08:02:45 |D| 08:02:45.187 |I| SemgrepTraceLogger - sqli.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.187 |I| SemgrepTraceLogger - sqli.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.188 |I| SemgrepTraceLogger - external-configuration-control.yaml | Found 5 supported rules
2026-09-08 08:02:45 |D| 08:02:45.188 |I| SemgrepTraceLogger - external-configuration-control.yaml | Register 5 rules
2026-09-08 08:02:45 |D| 08:02:45.189 |I| SemgrepTraceLogger - data-query-injection.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.189 |I| SemgrepTraceLogger - data-query-injection.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.190 |I| SemgrepTraceLogger - strings.yaml | Found 3 supported rules
2026-09-08 08:02:45 |D| 08:02:45.190 |I| SemgrepTraceLogger - strings.yaml | Register 3 rules
2026-09-08 08:02:45 |D| 08:02:45.190 |I| SemgrepTraceLogger - crlf-injection.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.190 |I| SemgrepTraceLogger - crlf-injection.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.192 |I| SemgrepTraceLogger - sensitive-data-exposure.yaml | Found 8 supported rules
2026-09-08 08:02:45 |D| 08:02:45.192 |I| SemgrepTraceLogger - sensitive-data-exposure.yaml | Register 8 rules
2026-09-08 08:02:45 |D| 08:02:45.192 |I| SemgrepTraceLogger - path-traversal.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.192 |I| SemgrepTraceLogger - path-traversal.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.193 |I| SemgrepTraceLogger - log-injection.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.193 |I| SemgrepTraceLogger - log-injection.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.193 |I| SemgrepTraceLogger - command-injection.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.193 |I| SemgrepTraceLogger - command-injection.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.194 |I| SemgrepTraceLogger - ssrf.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.194 |I| SemgrepTraceLogger - ssrf.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.194 |I| SemgrepTraceLogger - weak-authentication.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.194 |I| SemgrepTraceLogger - weak-authentication.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.196 |I| SemgrepTraceLogger - hardcoded-credentials.yaml | Found 5 supported rules
2026-09-08 08:02:45 |D| 08:02:45.196 |I| SemgrepTraceLogger - hardcoded-credentials.yaml | Register 5 rules
2026-09-08 08:02:45 |D| 08:02:45.198 |I| SemgrepTraceLogger - unsafe-deserialization.yaml | Found 9 supported rules
2026-09-08 08:02:45 |D| 08:02:45.198 |I| SemgrepTraceLogger - unsafe-deserialization.yaml | Register 9 rules
2026-09-08 08:02:45 |D| 08:02:45.198 |I| SemgrepTraceLogger - logging-sinks.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.198 |I| SemgrepTraceLogger - logging-sinks.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.199 |I| SemgrepTraceLogger - path-traversal-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.199 |I| SemgrepTraceLogger - path-traversal-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.200 |I| SemgrepTraceLogger - servlet-unvalidated-redirect-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.200 |I| SemgrepTraceLogger - servlet-unvalidated-redirect-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.200 |I| SemgrepTraceLogger - ldap-injection-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.200 |I| SemgrepTraceLogger - ldap-injection-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.201 |I| SemgrepTraceLogger - command-injection-sinks.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.201 |I| SemgrepTraceLogger - command-injection-sinks.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.201 |I| SemgrepTraceLogger - unsafe-reflection.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.201 |I| SemgrepTraceLogger - unsafe-reflection.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.202 |I| SemgrepTraceLogger - servlet-untrusted-data-source.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.202 |I| SemgrepTraceLogger - servlet-untrusted-data-source.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.203 |I| SemgrepTraceLogger - xxe-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.203 |I| SemgrepTraceLogger - xxe-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.204 |I| SemgrepTraceLogger - servlet-xss-html-response-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.204 |I| SemgrepTraceLogger - servlet-xss-html-response-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.204 |I| SemgrepTraceLogger - template-injection-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.204 |I| SemgrepTraceLogger - template-injection-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.205 |I| SemgrepTraceLogger - data-query-injection-sinks.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.205 |I| SemgrepTraceLogger - data-query-injection-sinks.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.205 |I| SemgrepTraceLogger - seam-untrusted-data-source.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.205 |I| SemgrepTraceLogger - seam-untrusted-data-source.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.206 |I| SemgrepTraceLogger - http-response-splitting-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.206 |I| SemgrepTraceLogger - http-response-splitting-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.207 |I| SemgrepTraceLogger - servlet-response-injection-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.207 |I| SemgrepTraceLogger - servlet-response-injection-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.207 |I| SemgrepTraceLogger - code-injection-sinks.yaml | Found 3 supported rules
2026-09-08 08:02:45 |D| 08:02:45.208 |I| SemgrepTraceLogger - code-injection-sinks.yaml | Register 3 rules
2026-09-08 08:02:45 |D| 08:02:45.208 |I| SemgrepTraceLogger - smtp-injection-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.208 |I| SemgrepTraceLogger - smtp-injection-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.208 |I| SemgrepTraceLogger - unsafe-deserialization-sinks.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.208 |I| SemgrepTraceLogger - unsafe-deserialization-sinks.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.209 |I| SemgrepTraceLogger - ssrf-sinks.yaml | Found 2 supported rules
2026-09-08 08:02:45 |D| 08:02:45.209 |I| SemgrepTraceLogger - ssrf-sinks.yaml | Register 2 rules
2026-09-08 08:02:45 |D| 08:02:45.210 |I| SemgrepTraceLogger - spring-response-injection-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.210 |I| SemgrepTraceLogger - spring-response-injection-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.210 |I| SemgrepTraceLogger - unvalidated-redirect-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.210 |I| SemgrepTraceLogger - unvalidated-redirect-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.213 |I| SemgrepTraceLogger - spring-xss-html-response-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.213 |I| SemgrepTraceLogger - spring-xss-html-response-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.213 |I| SemgrepTraceLogger - untrusted-path-source.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.213 |I| SemgrepTraceLogger - untrusted-path-source.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.214 |I| SemgrepTraceLogger - jdbc-sqli-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.214 |I| SemgrepTraceLogger - jdbc-sqli-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.214 |I| SemgrepTraceLogger - untrusted-data-source.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.214 |I| SemgrepTraceLogger - untrusted-data-source.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.215 |I| SemgrepTraceLogger - spel-injection-sinks.yaml | Found 1 supported rules
2026-09-08 08:02:45 |D| 08:02:45.215 |I| SemgrepTraceLogger - spel-injection-sinks.yaml | Register 1 rules
2026-09-08 08:02:45 |D| 08:02:45.217 |I| SemgrepTraceLogger - crypto.yaml/weak-tls-protocol/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.218 |I| SemgrepTraceLogger - crypto.yaml/weak-tls-protocol-version/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.218 |I| SemgrepTraceLogger - crypto.yaml/blowfish-insufficient-key-size/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.219 |I| SemgrepTraceLogger - crypto.yaml/insecure-hostname-verifier/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.219 |I| SemgrepTraceLogger - crypto.yaml/insecure-smtp/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.220 |I| SemgrepTraceLogger - crypto.yaml/use-of-weak-rsa-key/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.220 |I| SemgrepTraceLogger - hardcoded-credentials.yaml/hardcoded-cryptographic-key/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.220 |I| SemgrepTraceLogger - crypto.yaml/no-static-initialization-vector/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.220 |I| SemgrepTraceLogger - xss.yaml/xssrequestwrapper-is-insecure/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.220 |I| SemgrepTraceLogger - crypto.yaml/insecure-trust-manager/load-ruleset | Skip disabled rule
2026-09-08 08:02:45 |D| 08:02:45.221 |I| SemgrepTraceLogger - insecure-design.yaml/persistent-cookie/load-ruleset | Skip disabled rule
2026-09-08 08:02:53 |D| 08:02:53.412 |I| SemgrepTraceLogger - crypto.yaml/avoid-implementing-custom-digests | Generate 1 rules from java/security/crypto.yaml:avoid-implementing-custom-digests
2026-09-08 08:02:53 |D| 08:02:53.414 |I| SemgrepTraceLogger - unsafe-deserialization.yaml/insecure-resteasy-deserialization | Generate 2 rules from java/security/unsafe-deserialization.yaml:insecure-resteasy-deserialization
2026-09-08 08:02:53 |D| 08:02:53.418 |I| SemgrepTraceLogger - permissions.yaml/overly-permissive-file-permission-inline | Generate 13 rules from java/security/permissions.yaml:overly-permissive-file-permission-inline
2026-09-08 08:02:53 |D| 08:02:53.419 |I| SemgrepTraceLogger - crypto.yaml/gcm-nonce-reuse | Generate 4 rules from java/security/crypto.yaml:gcm-nonce-reuse
2026-09-08 08:02:53 |D| 08:02:53.419 |I| SemgrepTraceLogger - crypto.yaml/use-of-rc2 | Generate 1 rules from java/security/crypto.yaml:use-of-rc2
2026-09-08 08:02:53 |D| 08:02:53.420 |I| SemgrepTraceLogger - crypto.yaml/use-of-rc4 | Generate 1 rules from java/security/crypto.yaml:use-of-rc4
2026-09-08 08:02:53 |D| 08:02:53.421 |I| SemgrepTraceLogger - csrf.yaml/csrf-disabled-in-spring-app | Generate 6 rules from java/security/csrf.yaml:csrf-disabled-in-spring-app
2026-09-08 08:02:53 |D| 08:02:53.421 |I| SemgrepTraceLogger - weak-authentication.yaml/java-jwt-decode-without-verify | Generate 3 rules from java/security/weak-authentication.yaml:java-jwt-decode-without-verify
2026-09-08 08:02:53 |D| 08:02:53.421 |I| SemgrepTraceLogger - permissions.yaml/dangerous-permissions | Generate 4 rules from java/security/permissions.yaml:dangerous-permissions
2026-09-08 08:02:53 |D| 08:02:53.422 |I| SemgrepTraceLogger - crypto.yaml/use-of-sha1 | Generate 4 rules from java/security/crypto.yaml:use-of-sha1
2026-09-08 08:02:53 |D| 08:02:53.422 |I| SemgrepTraceLogger - hardcoded-credentials.yaml/constant-db-password | Generate 1 rules from java/security/hardcoded-credentials.yaml:constant-db-password
2026-09-08 08:02:53 |D| 08:02:53.423 |W| SemgrepTraceLogger - crypto.yaml/bad-hexa-conversion/automata-to-taint-rule | Internal warning: no user action is required. Impact: Processing continues with best-effort fallback. Details: 1 automata edge(s) have no positive predicate and were removed; rule coverage may be reduced.
2026-09-08 08:02:53 |D| 08:02:53.423 |I| SemgrepTraceLogger - crypto.yaml/bad-hexa-conversion | Generate 2 rules from java/security/crypto.yaml:bad-hexa-conversion
2026-09-08 08:02:53 |D| 08:02:53.425 |W| SemgrepTraceLogger - sensitive-data-exposure.yaml/url-rewriting/automata-to-taint-rule | Internal warning: no user action is required. Impact: Processing continues with best-effort fallback. Details: 1 automata edge(s) have no positive predicate and were removed; rule coverage may be reduced.
